Ngành,Chỉ số,2021,2022,2023,2024
Phần mềm & Dịch vụ Máy tính,Doanh thu,5943572748118.0,7660214201144.0,7523970792931.0,7937751254755.0
Phần mềm & Dịch vụ Máy tính,Vốn hóa,7401476221000.0,6197698601600.0,7756291267800.0,8165505274000.0
Phần mềm & Dịch vụ Máy tính,EPS (VND),1824.5083600651742,1600.3312709503728,1517.6035377391531,1348.5354289090476
Phần mềm & Dịch vụ Máy tính,P/E,30.0220858085,21.1079584884,24.3614809893,26.6191840375
Phần mềm & Dịch vụ Máy tính,P/B,3.0569190681,2.3178640466,2.7220136311,2.658277665
Phần mềm & Dịch vụ Máy tính,P/S,39.3406633613,11.6530248763,2.5815823559,2.1920314475
Phần mềm & Dịch vụ Máy tính,P/Cash Flow,51.3559360405,12.2871747684,17.7064007434,10.3424912469
Phần mềm & Dịch vụ Máy tính,Số CP lưu hành,129416515.0,171013664.0,210444628.0,231718439.0
Phần mềm & Dịch vụ Máy tính,EV/EBITDA,-2812.8922471312,-8.3233399792,27.1251302005,22.343417818
Phần mềm & Dịch vụ Máy tính,BVPS (VND),22105.6081493077,19512.8262943714,16806.3648568924,16495.3654359721
Phần mềm & Dịch vụ Máy tính,Chỉ số thanh toán tiền mặt,0.1444423048,0.1252967835,0.1930331694,0.2054832781
Phần mềm & Dịch vụ Máy tính,Nợ/VCSH,1.2708564553,1.271158212,1.2396575001,1.1670673458
Phần mềm & Dịch vụ Máy tính,ROE (%),0.0925477327,0.1024372126,0.126015555,0.1120869924
Phần mềm & Dịch vụ Máy tính,ROA (%),0.0411598962,0.0449608899,0.0446832546,0.0408300583
Phần mềm & Dịch vụ Máy tính,Số ngày thu tiền bình quân,85.0463762815,80.0780959937,79.1079677095,81.3435966754
Phần mềm & Dịch vụ Máy tính,Số ngày tồn kho bình quân,26.0059212492,39.9145416647,16.3000349416,15176.5498154524
Phần mềm & Dịch vụ Máy tính,Chỉ số thanh toán nhanh,1.2189269151,1.2093833407,1.1060541624,1.179971937
Phần mềm & Dịch vụ Máy tính,Số ngày thanh toán bình quân,80.8499808477,978.7408911224,51.9599489102,88.6287134214
Phần mềm & Dịch vụ Máy tính,Biên lợi nhuận gộp (%),0.1836523176,0.2031221927,0.1984955966,0.191568373
Phần mềm & Dịch vụ Máy tính,Biên EBIT (%),0.0375489452,-0.005243101,0.0529563804,0.0543736593
Phần mềm & Dịch vụ Máy tính,Biên lợi nhuận ròng (%),0.0526529302,-0.0240963783,0.056672116,0.0491349713
Phần mềm & Dịch vụ Máy tính,Chỉ số thanh toán hiện thời,1.3865953738,1.2989558709,1.2497899654,1.2912683783
Phần mềm & Dịch vụ Máy tính,Quay vòng tài sản,0.9796456095,1.1435170226,1.0349709909,1.0405341426
Phần mềm & Dịch vụ Máy tính,(Vay NH + DH)/VCSH,0.5475032794,0.4820612266,0.5602015199,0.5111453553
Phần mềm & Dịch vụ Máy tính,ROIC (%),0.1444423048,0.1252967835,0.1930331694,0.2054832781
Phần mềm & Dịch vụ Máy tính,Vòng quay TSCĐ,4.682595,4.276158,3.242607,3.518604
Lâm nghiệp và Giấy,Chu kỳ tiền,237.8336151868,195.442218797,226.0475051916,206.72407503
Lâm nghiệp và Giấy,Tăng trưởng lợi nhuận (%),2.6324443071635453,-0.6464562467295901,-0.41114246372773905,3.7674687785443877
Lâm nghiệp và Giấy,Lợi nhuận sau thuế của Cổ đông công ty mẹ,1559721678214.0,551429856173.0,324713626533.0,1548062076464.0
Lâm nghiệp và Giấy,Tăng trưởng doanh thu (%),0.06550178779410692,0.08490950491983457,-0.20404641277368973,0.06264145702943187
Lâm nghiệp và Giấy,Doanh thu,20124216806767.0,21832954092729.0,17378018129855.0,18466602505793.0
Lâm nghiệp và Giấy,Vốn hóa,34225220897841.0,16911240097020.0,20292907601390.0,19667492053130.0
Lâm nghiệp và Giấy,EPS (VND),1173.1148743457697,399.04563595645976,232.05163288263762,1103.748325071329
Lâm nghiệp và Giấy,P/E,22.0656375015,18.9601592625,20.6952367251,12.8312727439
Lâm nghiệp và Giấy,P/B,2.197902141,1.0918392072,1.3345956637,1.3020554153
Lâm nghiệp và Giấy,P/S,2.7232441288,1.2402460055,1.8022002114,1.9982560409
Lâm nghiệp và Giấy,P/Cash Flow,14.4034254577,26.6861303931,21.7715538558,-14.4351843836
Lâm nghiệp và Giấy,Số CP lưu hành,1329555794.0,1381871662.0,1399316275.0,1402549876.0
Lâm nghiệp và Giấy,EV/EBITDA,58.016547531,47.6600282757,58.9786896865,-84.5953569186
Lâm nghiệp và Giấy,BVPS (VND),11862.4975902375,11347.4944763952,11029.1871710318,11133.1582529005
Lâm nghiệp và Giấy,Chỉ số thanh toán tiền mặt,0.1349266235,0.2558536449,0.1957386735,0.2275458334
Lâm nghiệp và Giấy,Nợ/VCSH,1.5783237621,1.0463420656,1.1844653512,0.8804874338
Lâm nghiệp và Giấy,ROE (%),0.120989861,0.10434104,0.0727002409,0.1046256235
Lâm nghiệp và Giấy,ROA (%),0.0588824232,0.0771730851,0.0518467737,0.0636388996
Lâm nghiệp và Giấy,Số ngày thu tiền bình quân,81.3609457655,55.0660554766,69.9549146772,68.8766434605
Lâm nghiệp và Giấy,Số ngày tồn kho bình quân,205.8070331914,177.6588930444,198.7392802185,175.3736764872
Lâm nghiệp và Giấy,Chỉ số thanh toán nhanh,1.7999123097,2.1150427508,2.7800386652,3.0874183613
Lâm nghiệp và Giấy,Số ngày thanh toán bình quân,49.3343637701,37.282729724,42.6466897041,37.5262449177
Lâm nghiệp và Giấy,Biên lợi nhuận gộp (%),0.2074359921,0.2160498541,0.2149330089,0.2106333895
Lâm nghiệp và Giấy,Biên EBIT (%),0.0639079854,0.0479694156,0.0544644993,0.0288207021
Lâm nghiệp và Giấy,Biên lợi nhuận ròng (%),0.088334167,0.1035232795,0.0927859158,0.1299905896
Lâm nghiệp và Giấy,Chỉ số thanh toán hiện thời,2.8272129422,3.2567039272,3.9288489113,4.2610368561
Lâm nghiệp và Giấy,Quay vòng tài sản,0.7127294043,0.7964696466,0.6452690699,0.6654068965
Lâm nghiệp và Giấy,(Vay NH + DH)/VCSH,0.3390747655,0.3206746258,0.4273934777,0.3662985463
Lâm nghiệp và Giấy,ROIC (%),0.1349266235,0.2558536449,0.1957386735,0.2275458334
Lâm nghiệp và Giấy,Vòng quay TSCĐ,5.595509,7.374251,6.351892,6.877234
Viễn thông cố định,Chu kỳ tiền,5.6665390666,15.6056620616,28.7275858065,29.2163215088
Viễn thông cố định,Tăng trưởng lợi nhuận (%),0.1336684229799734,0.1826359571344069,0.10326836799405809,0.18456857714640293
Viễn thông cố định,Lợi nhuận sau thuế của Cổ đông công ty mẹ,1869224007487.0,2210611523193.0,2438897767462.0,2889041658208.0
Viễn thông cố định,Tăng trưởng doanh thu (%),0.016253526541461966,0.10021018372312017,0.05494094263737243,-0.9024038021292614
Viễn thông cố định,Doanh thu,162949901142059.0,179279140673169.0,189128905656971.0,18458262099574.0
Viễn thông cố định,Vốn hóa,28296952637260.0,19130073955216.0,29209596557868.0,45831864604992.0
Viễn thông cố định,EPS (VND),4920.646078131312,5819.332984330489,4482.910961904815,5310.315459617599
Viễn thông cố định,P/E,15.1339657599,8.657783913,11.9765563557,15.8601692474
Viễn thông cố định,P/B,4.3411702754,2.3054387463,3.0893435892,4.1560636299
Viễn thông cố định,P/S,2.1469154147,1.2470709209,1.7914224782,2.5306729682
Viễn thông cố định,P/Cash Flow,9.6643710581,9.0933462805,9.3031350361,11.6695282378
Viễn thông cố định,Số CP lưu hành,379873695.0,379873695.0,544043321.0,544043321.0
Viễn thông cố định,EV/EBITDA,10.3169824669,7.5854209296,9.5714522392,10.7881351916
Viễn thông cố định,BVPS (VND),17904.7153827116,22675.4399601504,17963.3107381131,20920.2874129375
Viễn thông cố định,Chỉ số thanh toán tiền mặt,0.0345802048,0.1562004381,0.051944557,0.0608166658
Viễn thông cố định,Nợ/VCSH,2.2771869474,1.2998906587,1.2022457129,1.2147088694
Viễn thông cố định,ROE (%),0.3107805724,0.2973618462,0.2873361907,0.2911922836
Viễn thông cố định,ROA (%),0.0963510005,0.1080248712,0.122515172,0.1272448757
Viễn thông cố định,Số ngày thu tiền bình quân,40.3141518821,38.6396694355,41.633632077,38.9392058496
Viễn thông cố định,Số ngày tồn kho bình quân,46.6093093958,48.4094839328,43.4001207403,41.4520551476
Viễn thông cố định,Chỉ số thanh toán nhanh,0.9376694521,0.9138195994,1.0204087837,1.1247817983
Viễn thông cố định,Số ngày thanh toán bình quân,81.2569222113,71.4434913067,56.3061670108,51.1749394884
Viễn thông cố định,Biên lợi nhuận gộp (%),0.469918267,0.4835365078,0.4553804551,0.4690184308
Viễn thông cố định,Biên EBIT (%),0.1696110811,0.1702070721,0.1669913877,0.1872126113
Viễn thông cố định,Biên lợi nhuận ròng (%),0.1480526004,0.1511704499,0.1525177611,0.1620168896
Viễn thông cố định,Chỉ số thanh toán hiện thời,1.0233355415,1.051686523,1.1085072302,1.2335792713
Viễn thông cố định,Quay vòng tài sản,0.6847130757,0.7521279092,0.820414603,0.803044062
Viễn thông cố định,(Vay NH + DH)/VCSH,1.5136783278,0.6411996754,0.6574001314,0.6209855746
Viễn thông cố định,ROIC (%),0.0345802048,0.1562004381,0.051944557,0.0608166658
Viễn thông cố định,Vòng quay TSCĐ,3.51536,3.095958,2.914625,3.142243
Sản xuất thực phẩm,Chu kỳ tiền,660.4613852439,318.4918530024,46.4297445923,40.7312796724
Sản xuất thực phẩm,Tăng trưởng lợi nhuận (%),0.4211023849944285,-0.23855431296258744,0.02188184416281995,0.11555127016950781
Sản xuất thực phẩm,Lợi nhuận sau thuế của Cổ đông công ty mẹ,31556799209967.0,24028788655135.0,24554582863908.0,27391896102315.0
Sản xuất thực phẩm,Tăng trưởng doanh thu (%),0.1148119625186663,-0.054810383789070945,0.02649161168446104,0.049302344645123834
Sản xuất thực phẩm,Doanh thu,336599371569128.0,318150230830264.0,326578543202741.0,342679631093425.0
Sản xuất thực phẩm,Vốn hóa,546783662431892.0,413666586283080.0,462819309164217.0,504195053675679.0
Sản xuất thực phẩm,EPS (VND),4172.023479894447,3018.413028116897,3030.9558616246545,3122.0069619135306
Sản xuất thực phẩm,P/E,17.6049809587,17.6769816718,19.3445626309,18.3786759267
Sản xuất thực phẩm,P/B,3.9966870286,3.0282507369,3.1412600505,3.4732522955
Sản xuất thực phẩm,P/S,2.8589003234,1.9905859439,2.0915836248,2.5109888536
Sản xuất thực phẩm,P/Cash Flow,46.4776001452,6.0231686316,60.5268326957,432.9235543064
Sản xuất thực phẩm,Số CP lưu hành,7563907385.0,7960735801.0,8101267054.0,8773810064.0
Sản xuất thực phẩm,EV/EBITDA,17.847527057,10.1533223081,20.452738703,18.4914551395
Sản xuất thực phẩm,BVPS (VND),20359.2901940035,19570.7547894701,20870.350784588,18973.7889592797
Sản xuất thực phẩm,Chỉ số thanh toán tiền mặt,0.5287801818,0.2629474227,0.3845352698,0.2801376072
Sản xuất thực phẩm,Nợ/VCSH,1.1119048315,1.2577224711,1.1956323634,1.3539767632
Sản xuất thực phẩm,ROE (%),0.2649514813,0.1859342881,0.1911783547,0.2470321607
Sản xuất thực phẩm,ROA (%),0.136289905,0.1095993103,0.1180525757,0.1328523401
Sản xuất thực phẩm,Số ngày thu tiền bình quân,634.8582051457,291.6372387334,20.3390039837,19.5558306923
Sản xuất thực phẩm,Số ngày tồn kho bình quân,62.476494373,69.3858023955,66.0205275558,60.7322108568
Sản xuất thực phẩm,Chỉ số thanh toán nhanh,1.4213591018,1.4009591214,1.581464816,1.2247738608
Sản xuất thực phẩm,Số ngày thanh toán bình quân,36.8733142748,42.5311881265,39.9297869472,39.5567618767
Sản xuất thực phẩm,Biên lợi nhuận gộp (%),0.3212201435,0.3217399376,0.3412489057,0.3583174637
Sản xuất thực phẩm,Biên EBIT (%),0.0541735736,0.0835538743,0.1296869892,0.1496365762
Sản xuất thực phẩm,Biên lợi nhuận ròng (%),-0.0844189963,0.0123537313,0.1303904498,0.1450700199
Sản xuất thực phẩm,Chỉ số thanh toán hiện thời,1.7744276248,1.7167222792,1.8785652337,1.4973849208
Sản xuất thực phẩm,Quay vòng tài sản,1.0208713812,0.9683250114,0.9808506395,0.9982255364
Sản xuất thực phẩm,(Vay NH + DH)/VCSH,0.7290534901,0.7683720546,0.7213088299,0.8408644886
Sản xuất thực phẩm,ROIC (%),0.5287801818,0.2629474227,0.3845352698,0.2801376072
Sản xuất thực phẩm,Vòng quay TSCĐ,4.370749,4.407856,4.653174,5.094131
Bán lẻ,Chu kỳ tiền,58.1827251009,57.1219452771,144.2529138542,50.1587807194
Bán lẻ,Tăng trưởng lợi nhuận (%),0.38451280870911575,-0.11547933684358563,-0.8596870756178868,5.671117027500035
Bán lẻ,Lợi nhuận sau thuế của Cổ đông công ty mẹ,6381871860792.0,5644897530487.0,792052080340.0,5283872119823.0
Bán lẻ,Tăng trưởng doanh thu (%),0.20920776516965728,0.11408835428949428,-0.08213861009806657,0.14392510538197384
Bán lẻ,Doanh thu,198484870552079.0,221129682784729.0,202966397989365.0,232178358208984.0
Bán lẻ,Vốn hóa,151561476310300.0,78316555762100.0,118136982966100.0,128509805055940.0
Bán lẻ,EPS (VND),4385.037566899078,2569.449591624251,355.1584658655649,2403.57165154702
Bán lẻ,P/E,22.4099806408,13.7576694491,150.4324536281,24.2912277209
Bán lẻ,P/B,4.7878016722,2.2648233409,3.4763820657,3.3393930429
Bán lẻ,P/S,1.4092453812,0.6025420024,0.8291745455,0.6717517263
Bán lẻ,P/Cash Flow,442.8382027061,5.9875344188,14.1895525641,10.1215156091
Bán lẻ,Số CP lưu hành,1455374501.0,2196928692.0,2230137126.0,2198341837.0
Bán lẻ,EV/EBITDA,9.6538532554,9.920828923,52.0363483945,16.7767707346
Bán lẻ,BVPS (VND),21930.2434916022,15879.0258378773,15420.114057573,17884.7319852213
Bán lẻ,Chỉ số thanh toán tiền mặt,0.1876143403,0.218758558,0.1942829126,0.2534411629
Bán lẻ,Nợ/VCSH,2.3946868655,1.6014235179,2.5113704401,2.3656134001
Bán lẻ,ROE (%),0.2634502702,0.1844143977,-0.0033207061,0.1588613433
Bán lẻ,ROA (%),0.079007618,0.0671870806,0.0096952806,0.0576022013
Bán lẻ,Số ngày thu tiền bình quân,11.8164751079,7.6428250777,239.1062555199,5.6327621576
Bán lẻ,Số ngày tồn kho bình quân,91.8067217519,89.9888673071,89.26792703,79.8436234467
Bán lẻ,Chỉ số thanh toán nhanh,0.7826210985,0.818778247,0.8860458663,2.1043710342
Bán lẻ,Số ngày thanh toán bình quân,45.4404717589,40.5097471077,184.1212686957,35.3176048849
Bán lẻ,Biên lợi nhuận gộp (%),0.2003974928,0.2299905611,0.1884249472,0.2149549655
Bán lẻ,Biên EBIT (%),0.0248907356,0.0473206973,0.0058504526,0.0341274752
Bán lẻ,Biên lợi nhuận ròng (%),0.0206416719,0.034704328,0.01198086,0.031105273
Bán lẻ,Chỉ số thanh toán hiện thời,1.4143911543,1.7106534697,1.5663556316,2.6590859877
Bán lẻ,Quay vòng tài sản,2.3553456826,2.2890065247,2.1994871198,2.202152119
Bán lẻ,(Vay NH + DH)/VCSH,1.3343497324,0.9268099674,1.747214433,1.5560351084
Bán lẻ,ROIC (%),0.1876143403,0.218758558,0.1942829126,0.2534411629
Bán lẻ,Vòng quay TSCĐ,89.7512,33.43336,33.29817,34.98967
"Thiết bị, Dịch vụ và Phân phối Dầu khí",Chu kỳ tiền,105.6048658457,81.6814058665,85.3707401768,70.608011602
"Thiết bị, Dịch vụ và Phân phối Dầu khí",Tăng trưởng lợi nhuận (%),-0.1779866268864851,0.18192370631590896,0.7282612110378964,0.25492297222858396
"Thiết bị, Dịch vụ và Phân phối Dầu khí",Lợi nhuận sau thuế của Cổ đông công ty mẹ,912410606767.0,1078399726032.0,1863756416495.0,2338870741698.0
"Thiết bị, Dịch vụ và Phân phối Dầu khí",Tăng trưởng doanh thu (%),-0.2446403851909232,0.14137355098428453,0.12288128725288963,0.3382524925962877
"Thiết bị, Dịch vụ và Phân phối Dầu khí",Doanh thu,25908400485372.0,29571163062312.0,33204905644974.0,44436547745811.0
"Thiết bị, Dịch vụ và Phân phối Dầu khí",Vốn hóa,35870046496300.0,26151840927000.0,40806026743662.0,34131774923266.0
"Thiết bị, Dịch vụ và Phân phối Dầu khí",EPS (VND),839.0293390573744,879.312983811128,1481.9873504285015,1859.7799706048988
"Thiết bị, Dịch vụ và Phân phối Dầu khí",P/E,43.4867432074,26.556465547,21.872597317,14.5819290013
"Thiết bị, Dịch vụ và Phân phối Dầu khí",P/B,1.2676881385,0.8909056175,1.3244066069,1.0314627479
"Thiết bị, Dịch vụ và Phân phối Dầu khí",P/S,2.2585730175,1.3661707985,1.8879549554,0.9483306511
"Thiết bị, Dịch vụ và Phân phối Dầu khí",P/Cash Flow,-52.2089641551,-52.469108699,-24.8467900542,6.6903610003
"Thiết bị, Dịch vụ và Phân phối Dầu khí",Số CP lưu hành,1087459716.0,1226411694.0,1257606157.0,1257606157.0
"Thiết bị, Dịch vụ và Phân phối Dầu khí",EV/EBITDA,26.9482787171,17.8221520921,28.3602756103,20.0794033257
"Thiết bị, Dịch vụ và Phân phối Dầu khí",BVPS (VND),27206.0686124018,25008.061185382,25566.8073775636,27791.1543430293
"Thiết bị, Dịch vụ và Phân phối Dầu khí",Chỉ số thanh toán tiền mặt,0.5016080384,0.6045927327,0.6421618794,0.6202297211
"Thiết bị, Dịch vụ và Phân phối Dầu khí",Nợ/VCSH,0.8055321746,0.7954704366,0.7979464132,1.1756804458
"Thiết bị, Dịch vụ và Phân phối Dầu khí",ROE (%),0.0324769077,0.0367186874,0.0651089374,0.1096340076
"Thiết bị, Dịch vụ và Phân phối Dầu khí",ROA (%),0.0158954182,0.017433543,0.0332636351,0.0411539636
"Thiết bị, Dịch vụ và Phân phối Dầu khí",Số ngày thu tiền bình quân,125.7905657733,101.0156027547,92.266562079,77.1659949121
"Thiết bị, Dịch vụ và Phân phối Dầu khí",Số ngày tồn kho bình quân,85.0838032541,61.2452293449,60.0195123817,47.2980461803
"Thiết bị, Dịch vụ và Phân phối Dầu khí",Chỉ số thanh toán nhanh,1.5658194397,1.6848492267,1.7126018062,1.6549997378
"Thiết bị, Dịch vụ và Phân phối Dầu khí",Số ngày thanh toán bình quân,105.2695031817,80.5794262331,66.9153342839,53.8560294904
"Thiết bị, Dịch vụ và Phân phối Dầu khí",Biên lợi nhuận gộp (%),0.0713520378,0.0759706398,0.1376739036,0.119706382
"Thiết bị, Dịch vụ và Phân phối Dầu khí",Biên EBIT (%),-0.0099960004,-0.0040821703,0.0640390306,0.0599868006
"Thiết bị, Dịch vụ và Phân phối Dầu khí",Biên lợi nhuận ròng (%),0.0323952003,0.0154196963,0.0718262803,0.0678016644
"Thiết bị, Dịch vụ và Phân phối Dầu khí",Chỉ số thanh toán hiện thời,1.827627718,1.9325434242,1.9575242364,1.9140492567
"Thiết bị, Dịch vụ và Phân phối Dầu khí",Quay vòng tài sản,0.4879197228,0.5491810759,0.5695902207,0.7138746159
"Thiết bị, Dịch vụ và Phân phối Dầu khí",(Vay NH + DH)/VCSH,0.238963975,0.2363562699,0.2352580209,0.2615598588
"Thiết bị, Dịch vụ và Phân phối Dầu khí",ROIC (%),0.5016080384,0.6045927327,0.6421618794,0.6202297211
"Thiết bị, Dịch vụ và Phân phối Dầu khí",Vòng quay TSCĐ,3.932728,3.92826,4.617482,6.076019
Vận tải,Chu kỳ tiền,22.1516880685,24.0410825018,25.6962517228,18.0399215526
Vận tải,Tăng trưởng lợi nhuận (%),4.892416133338582,0.13881155676406873,-0.33768812468256537,0.5527333792437145
Vận tải,Lợi nhuận sau thuế của Cổ đông công ty mẹ,4339441817462.0,4941806491631.0,3273017124928.0,5082122940712.0
Vận tải,Tăng trưởng doanh thu (%),0.0854798836317532,0.1180309321503178,-0.12224846935955769,0.22801844106276628
Vận tải,Doanh thu,39669677277300.0,44351926264442.0,38929971165466.0,47806722501234.0
Vận tải,Vốn hóa,64642003603185.0,33432516250469.0,41538781993456.0,117636156346558.0
Vận tải,EPS (VND),1908.4338009129494,2176.4213685681607,1433.3362707572326,2149.39162956969
Vận tải,P/E,15.0050155492,6.858203622,12.5915581272,23.1122800829
Vận tải,P/B,4.6216011731,1.7771533979,1.9440297993,4.568561569
Vận tải,P/S,2.5785830702,0.9619477823,1.3412016334,4.666107854
Vận tải,P/Cash Flow,23.5425908286,5.8910738857,8.9110403133,34.800628447
Vận tải,Số CP lưu hành,2273823601.0,2270611088.0,2283495640.0,2364447163.0
Vận tải,EV/EBITDA,11.6282211498,5.3933098608,8.769679791,28.0118384338
Vận tải,BVPS (VND),8625.6336746083,11098.6201694462,12358.2146206997,14117.5820866385
Vận tải,Chỉ số thanh toán tiền mặt,0.3654367658,0.481466302,0.5385844887,0.5003225986
Vận tải,Nợ/VCSH,1.1458514199,0.86256383,0.6819082596,0.708803897
Vận tải,ROE (%),0.2216033034,0.1645319868,0.1199030564,0.1660804668
Vận tải,ROA (%),0.0891525636,0.0912440345,0.0593082552,0.0725722147
Vận tải,Số ngày thu tiền bình quân,46.4723158986,46.7005418187,47.0784142485,37.529156717
Vận tải,Số ngày tồn kho bình quân,23.2366438325,20.3388288412,20.5661822142,16.9334798275
Vận tải,Chỉ số thanh toán nhanh,1.4346950662,1.8787596048,1.9831302553,1.8741545321
Vận tải,Số ngày thanh toán bình quân,47.5572716626,42.9982881581,41.9483447399,36.4227149919
Vận tải,Biên lợi nhuận gộp (%),0.2414469647,0.233504354,0.172978435,0.163647614
Vận tải,Biên EBIT (%),0.1659295316,0.1559264075,0.1001514905,0.0831758873
Vận tải,Biên lợi nhuận ròng (%),0.2031360098,0.1589402593,0.13204623,0.1502334092
Vận tải,Chỉ số thanh toán hiện thời,1.4968126194,1.9793988442,2.0800827247,1.9552802949
Vận tải,Quay vòng tài sản,0.6390804591,0.7616493182,0.6476732205,0.6484826505
Vận tải,(Vay NH + DH)/VCSH,0.4728102666,0.3902982448,0.2853593466,0.2217226621
Vận tải,ROIC (%),0.3654367658,0.481466302,0.5385844887,0.5003225986
Vận tải,Vòng quay TSCĐ,1.958397,2.573399,7.942605,2.579593
